Title,Rating,Reviews
Very Good,"The phone is good rather i would say better but in some aspects it lags a bit.. First talking about thr pros i must say it has a decent design with amazing display but it is not so smooth as a typical 144hz diaplay would be... The battery drain is normal for an average user.. The os is optimized but i found it somewhere getting stuck... Camera is a subjective matter, for me it is better and satisfactory... Main drawbacks are its heating issues even while daily normal browsing or capturing p...READ MORE",4
Brilliant,Really its a best phone by Motorolla in this range ip68 means A Very Best Feature really Love this phone ❤️Thankyou flipkart and Motorola 🙈READ MORE,5
Good choice,Good. Go for itREAD MORE,4
Worthless,After 1 day damage mobileREAD MORE,5
Value-for-money,Front camera is so good.. capture beautiful pictures. I'm not happy with the front camera . According to 32MP it might be better . Battery is good.. display is awesome .. overall it is a good phone . Go for it...READ MORE,4
Best in the market!,ExallantREAD MORE,5
Awesome,Great productREAD MORE,5
Worth the money,According to price Nice product Some heating problemOverall best smartphone in this price rangeREAD MORE,5
Highly recommended,"For 2 days using its nice experience. In terms of body, weight, and awesome design.READ MORE",5
Brilliant,Best smartphone in this price range 🥰🤩READ MORE,5
Excellent,Nice mobileREAD MORE,5
Perfect product!,Good Handset for Normal userREAD MORE,5
Wonderful,One of the best smartphone in this price segment but some heating problem hope Moto solve it from updateREAD MORE,5
Super!,Awesome performance but one issue Gallery is not available so update will be soon after all best oneREAD MORE,5
Pretty good,Good product 👍READ MORE,1
Excellent,All time goodREAD MORE,5
Brilliant,Woow a nice oneREAD MORE,5
Useless product,"Worst front Camera,mobile charging not working in 9daysREAD MORE",1
Absolute rubbish!,Camera worstREAD MORE,1
Terrific,Sabse best super niceREAD MORE,5
Mind-blowing purchase,"Amazing performance, stunning display, impressive camera, long-lasting battery, sleek design, and clean software. Highly recommended!READ MORE",5
Best in the market!,Moto has done a great jobPerfectly balanced phone under 22000Only one thing i noticed that there is no any option for adaptive brightness shortcut...Camera - 4/5Display - 5/5Battery - 4/5Performance - 4/5READ MORE,5
Worth the money,Just amazingREAD MORE,4
Very Good,"I only share cons Battery drain speed, also heating(We can solve this by change refresh rate to either 'Auto' or 60,90Hz)Except that everything is goodDefinitely recommend itREAD MORE",4
Just wow!,Night mode is awesome.Macro mode is Decent.Selfie is decent.Premium vegan leather back.Amazing Display.Don't have 3.5mm headphone kackREAD MORE,5
Awesome,Super phone no lag Butter smoothREAD MORE,5
Very Good,My favourite mobile and it's a complete Android phoneNo doubt it's unique brandREAD MORE,4
Did not meet expectations,"Don't buy this Motorola phones waste of money it has so many issues battery draining faster, hanging,heating etc.Don't buy this 🙏READ MORE",1
Nice product,"Product is good,every feature is best but the only thing is it heats up on watching long video or while taking photos.READ MORE",4
Perfect product!,Superb phone in this rangeREAD MORE,5
Does the job,"When I unboxed this new motrola edge 40 neo phone I saw a small scratch on the corner side of it. I don't know what happened.its very disappointing for me but I ignored it. Apart from that phone performance is good, camera is good,total look is awesome. The battery drained a little bit fast.No heat issue . overall seems good phone.And I ordered a tempered glass for this one on Flipkart ,I got motrola edge 40s tempered glass , but it fits ,not so perfect but it does the purpose.READ MORE",3
Great product,"Phone look is just osm 👌👍. Phone is mid range but look is just wow, performance, UI experience is so nice. This phone is overall good quality 👍😁 phone. But camera is normal 😔. Phone colour and back side is just osm 👌👌👌.READ MORE",5
Wonderful,Excellent ProductREAD MORE,5
Awesome,Good phone  battery drain fastREAD MORE,5
Pretty good,Mobile is best but camera is not okREAD MORE,4
Worth every penny,Great phone design very niceREAD MORE,5
Must buy!,Overall phone is good. But facing heating issueREAD MORE,5
Fair,Battery backup 🤏READ MORE,3
Terrific purchase,"Very good phone at this price range.Pros:Lag freeGood displayLight weight, thin, feels good to holdCannel bay color looks very niceCamera performance is good compared to its priceMoto gesture makes it excellent to useNeat stick Android and no bloatwareDual sim68 W fast charger charges it very quickly Cons:Battery drain issue. Motorola may fix this after the update.READ MORE",5
Slightly disappointed,Battery backup is not good 😊READ MORE,2
Terrific,It was good mobile... good dizain📱📱...worth for money 💸💸...but little heating issue for display....READ MORE,5
Delightful,Everything is good ... Negative is battery backup and  heating ... The rest is awesome ...READ MORE,4
Best in the market!,Moto has done a great jobPerfectly balanced phone under 22000Only one thing i noticed that there is no any option for adaptive brightness shortcut...Camera - 4/5Display - 5/5Battery - 4/5Performance - 4/5READ MORE,5
Worth the money,Just amazingREAD MORE,4
Very Good,"I only share cons Battery drain speed, also heating(We can solve this by change refresh rate to either 'Auto' or 60,90Hz)Except that everything is goodDefinitely recommend itREAD MORE",4
Just wow!,Night mode is awesome.Macro mode is Decent.Selfie is decent.Premium vegan leather back.Amazing Display.Don't have 3.5mm headphone kackREAD MORE,5
Awesome,Super phone no lag Butter smoothREAD MORE,5
Very Good,My favourite mobile and it's a complete Android phoneNo doubt it's unique brandREAD MORE,4
Nice product,"Product is good,every feature is best but the only thing is it heats up on watching long video or while taking photos.READ MORE",4
Perfect product!,Superb phone in this rangeREAD MORE,5
Does the job,"When I unboxed this new motrola edge 40 neo phone I saw a small scratch on the corner side of it. I don't know what happened.its very disappointing for me but I ignored it. Apart from that phone performance is good, camera is good,total look is awesome. The battery drained a little bit fast.No heat issue . overall seems good phone.And I ordered a tempered glass for this one on Flipkart ,I got motrola edge 40s tempered glass , but it fits ,not so perfect but it does the purpose.READ MORE",3
Decent product,GoodREAD MORE,3
Awesome,Good 👍READ MORE,5
Must buy!,Processor week😣😣and display goodREAD MORE,5
Value-for-money,Everything is owesome but one thing are upset all the users of this phone of when using network prefence 5g then battery was falsty fall down....READ MORE,4
Brilliant,Awesome mobile for day to day useREAD MORE,5
Worth the money,Very nice phone in rangeREAD MORE,4
Classy product,Superb Mobile.Day to day usage is very good.Battery performance and fast charging is awesome.Display performance and camera Performance is very good.Display brightness and viewing angle is very good.Overall performance is awesome.......Thanks to Motorola and Flipkart......READ MORE,5
Classy product,Very good phone.READ MORE,5
Really Nice,"Good product in this price range overall good. But some issu with battery. Not like 5000 mah it's seems like 4000 that's it. Not a huge a but a little down side of this mobile camera like decent, performance is also good . Overall good. You can go for it.READ MORE",4
Excellent,10/10READ MORE,5
Delightful,Everything is good 😊READ MORE,4
Classy product,"Bought on Big Billion Sale 2023,and just fall in love with moto 40 neo. An amazing handsetREAD MORE",5
Good choice,Awesome 🥰READ MORE,5
Classy product,Awesome moto phone good featureREAD MORE,5
Mind-blowing purchase,Allrounder phone under 20kREAD MORE,5
Fabulous!,"I really love the Dolby Atmos. I love the curves beauty of this slimest, lightest phoneREAD MORE",5
Worth the money,Pros: This phone is a pro just go for itCons : 1) A bit faster battery drain on 120Hz2) Front cam could have been betterREAD MORE,4
Super!,Nice phoneREAD MORE,5
Best in the market!,Just go with it without any doubt.You should wait for this phone to come in stock. 5 Star to the phone but Flipkart took 15 days to deliver it.READ MORE,5
Best in the market!,Camera is ok But display is Awesome 🤯🤯🤯READ MORE,5
Decent product,GoodREAD MORE,3
Awesome,Good 👍READ MORE,5
Must buy!,Processor week😣😣and display goodREAD MORE,5
Value-for-money,Everything is owesome but one thing are upset all the users of this phone of when using network prefence 5g then battery was falsty fall down....READ MORE,4
Brilliant,Awesome mobile for day to day useREAD MORE,5
Worth the money,Very nice phone in rangeREAD MORE,4
Classy product,Superb Mobile.Day to day usage is very good.Battery performance and fast charging is awesome.Display performance and camera Performance is very good.Display brightness and viewing angle is very good.Overall performance is awesome.......Thanks to Motorola and Flipkart......READ MORE,5
Classy product,Very good phone.READ MORE,5
Really Nice,"Good product in this price range overall good. But some issu with battery. Not like 5000 mah it's seems like 4000 that's it. Not a huge a but a little down side of this mobile camera like decent, performance is also good . Overall good. You can go for it.READ MORE",4
Excellent,10/10READ MORE,5
Delightful,Everything is good 😊READ MORE,4
Classy product,"Bought on Big Billion Sale 2023,and just fall in love with moto 40 neo. An amazing handsetREAD MORE",5
Good choice,Awesome 🥰READ MORE,5
Classy product,Awesome moto phone good featureREAD MORE,5
Mind-blowing purchase,Allrounder phone under 20kREAD MORE,5
Fabulous!,"I really love the Dolby Atmos. I love the curves beauty of this slimest, lightest phoneREAD MORE",5
Worth the money,Pros: This phone is a pro just go for itCons : 1) A bit faster battery drain on 120Hz2) Front cam could have been betterREAD MORE,4
